"Company","Date","Time","Rocket","Mission","RocketStatus","Price","MissionStatus","Country_id"
"ISRO","1994-05-04","2022-08-15 00:00:00","ASLV","SROSS C2","1","0","2","13"
"Northrop","1994-05-19","2022-08-15 17:03:00","Pegasus/HAPS","STEP-2","1","40","1","3"
"VKS RF","1994-05-25","2022-08-15 10:14:00","Tsyklon-3","Cosmos 2281","1","0","4","14"
"Arianespace","1994-06-17","2022-08-15 07:07:00","Ariane 44LP","Intelsat 702, STRV 1A & 1B","1","0","2","17"
"Lockheed","1994-06-24","2022-08-15 13:50:00","Atlas I","UHF F3","1","0","2","3"
"Northrop","1994-06-27","2022-08-15 21:15:00","Pegasus XL","STEP-1","2","40","4","3"
"CASC","1994-07-03","2022-08-15 08:00:00","Long March 2D","FSW-2 No.2","2","29.75","2","12"
"NASA","1994-07-08","2022-08-15 04:43:00","Space Shuttle Columbia","STS-65","1","450","2","3"
"Arianespace","1994-07-08","2022-08-15 23:05:00","Ariane 44L","Panamsat-2, Yuri-3N","1","0","2","17"
"VKS RF","1994-07-14","2022-08-15 05:13:00","Cosmos-3M (11K65M)","Nadiezhda n†­7","1","0","2","14"
"CASC","1994-07-21","2022-08-15 10:55:00","Long March 3","Apstar-1","1","0","2","12"
"VKS RF","1994-08-02","2022-08-15 00:00:00","Cosmos-3M (11K65M)","Cosmos 2285","1","0","2","14"
"Lockheed","1994-08-03","2022-08-15 23:57:00","Atlas IIA","DBS-2","1","0","2","3"
"VKS RF","1994-08-05","2022-08-15 01:12:00","Molniya-M /Block 2BL","Cosmos 2286","1","0","2","14"
"Arianespace","1994-08-10","2022-08-15 23:05:00","Ariane 44LP","Brasilsat B1, Turksat 1B","1","0","2","17"
"VKS RF","1994-08-23","2022-08-15 14:31:00","Molniya-M /Block ML","Molniya-3 n†­161","1","0","2","14"
"VKS RF","1994-08-26","2022-08-15 12:00:00","Zenit-2","Cosmos 2290","1","0","2","21"
"Martin Marietta","1994-08-27","2022-08-15 08:58:00","Titan IV(401)A","Mercury","1","0","2","3"
"CASC","1994-08-27","2022-08-15 23:10:00","Long March 2E","Optus-B3","1","0","2","12"
"MHI","1994-08-28","2022-08-15 07:50:00","H-II","Kiku 6","1","0","2","18"
"General Dynamics","1994-08-29","2022-08-15 17:38:00","Atlas-E/F Star-37S-ISS","DMSP F-12","1","0","2","3"
"Northrop","1994-09-03","2022-08-15 14:38:00","Pegasus","APEX","1","40","2","3"
"Arianespace","1994-09-09","2022-08-15 00:29:00","Ariane 42L","Telstar 402","1","0","2","17"
"NASA","1994-09-09","2022-08-15 22:22:00","Space Shuttle Discovery","STS-64","1","450","2","3"
"VKS RF","1994-09-27","2022-08-15 14:00:00","Cosmos-3M (11K65M)","Cosmos 2292","1","0","2","14"
"NASA","1994-09-30","2022-08-15 11:16:00","Space Shuttle Endeavour","STS-68","1","450","2","3"
"Lockheed","1994-10-06","2022-08-15 06:35:00","Atlas IIAS","Intelsat 703","1","0","2","3"
"Arianespace","1994-10-08","2022-08-15 01:07:00","Ariane 44L","Solidaridad-2, Thaicom-2","1","0","2","17"
"VKS RF","1994-10-11","2022-08-15 14:30:00","Tsyklon-3","Okean 4","1","0","2","14"
"ISRO","1994-10-15","2022-08-15 05:05:00","PSLV-G","IRS-P2","1","25","2","13"
"Arianespace","1994-11-01","2022-08-15 00:37:00","Ariane 42P","Astra 1D","1","0","2","17"
"Boeing","1994-11-01","2022-08-15 09:31:00","Delta II 7925-10","Wind","1","0","2","3"
"VKS RF","1994-11-02","2022-08-15 01:04:00","Tsyklon-2","Cosmos 2293","1","0","2","21"
"NASA","1994-11-03","2022-08-15 16:59:00","Space Shuttle Atlantis","STS-66","1","450","2","3"
"VKS RF","1994-11-04","2022-08-15 05:47:00","Zenit-2","Resurs-O1 n†­3","1","0","2","21"
"VKS RF","1994-11-24","2022-08-15 09:15:00","Zenit-2","Cosmos 2297","1","0","2","21"
"VKS RF","1994-11-29","2022-08-15 02:54:00","Tsyklon-3","Geo-IK 1","1","0","2","14"
"Lockheed","1994-11-29","2022-08-15 10:21:00","Atlas IIA","Orion 1","1","0","2","3"
"CASC","1994-11-29","2022-08-15 17:02:00","Long March 3A","Chinasat-5","2","69.699997","1","12"
"Arianespace","1994-12-01","2022-08-15 22:57:00","Ariane 42P","Panamsat-3","1","0","4","17"
"VKS RF","1994-12-14","2022-08-15 14:21:00","Molniya-M /Block ML","Molniya-1T n†­162","1","0","2","14"
"VKS RF","1994-12-20","2022-08-15 05:10:00","Cosmos-3M (11K65M)","Cosmos 2298","1","0","2","14"
"Martin Marietta","1994-12-22","2022-08-15 22:19:00","Titan IV(402)A","DSP","1","0","2","3"
"VKS RF","1994-12-26","2022-08-15 22:26:00","Tsyklon-3","Cosmos 2299 to 2304","1","0","2","14"
"VKS RF","1994-12-26","2022-08-15 00:00:00","Rokot/Briz K","Radio-ROSTO","1","0","2","21"
"General Dynamics","1994-12-30","2022-08-15 10:02:00","Atlas-E/F Star-37S-ISS","NOAA-J","1","0","2","3"
"ILS","1995-01-10","2022-08-15 06:18:00","Atlas IIAS","Intelsat 704","1","0","2","3"
"ISAS","1995-01-15","2022-08-15 13:45:00","Mu-III S2","EXPRESS","1","0","1","18"
"VKS RF","1995-01-24","2022-08-15 03:54:00","Cosmos-3M (11K65M)","Tsikada 1, Faisat 1 & Astrid 1","1","0","2","14"
"CASC","1995-01-25","2022-08-15 22:40:00","Long March 2E","Apstar 2","1","0","4","12"
"Lockheed","1995-01-29","2022-08-15 01:25:00","Atlas II","USA-108 (UHF F4)","1","0","2","3"
"NASA","1995-02-03","2022-08-15 05:22:00","Space Shuttle Discovery","STS-63","1","450","2","3"
"NASA","1995-03-02","2022-08-15 06:38:00","Space Shuttle Endeavour","STS-67","1","450","2","3"
"VKS RF","1995-03-02","2022-08-15 13:00:00","Cosmos-3M (11K65M)","Cosmos 2306","1","0","2","14"
"MHI","1995-03-18","2022-08-15 08:01:00","H-II","Himawari 5 & SFU 1","1","0","2","18"
"VKS RF","1995-03-22","2022-08-15 04:09:00","Cosmos-3M (11K65M)","Cosmos 2310","1","0","2","14"
"ILS","1995-03-22","2022-08-15 06:18:00","Atlas IIAS","Intelsat 705","1","0","2","3"
"General Dynamics","1995-03-24","2022-08-15 14:05:00","Atlas-E/F Star-37S-ISS","DMSP F-13","1","0","2","3"
"MITT","1995-03-28","2022-08-15 10:00:00","Start","EKA-2, Gurwin & UNAMSAT A","1","0","4","14"
"Arianespace","1995-03-28","2022-08-15 11:19:00","Ariane 44LP","Brasilsat B2, Hot Bird 1","1","0","2","17"
"Northrop","1995-04-03","2022-08-15 13:48:00","Pegasus","Orbcomm F1 and F2 & OrbView-1","1","40","2","3"
"IAI","1995-04-05","2022-08-15 00:00:00","Shavit","Ofek-3","1","0","2","15"
"ILS","1995-04-07","2022-08-15 23:47:00","Atlas IIA","AMSC-1","1","0","2","3"
"Arianespace","1995-04-21","2022-08-15 01:44:00","Ariane 40","ERS-2","1","0","2","17"
"Lockheed","1995-05-14","2022-08-15 13:45:00","Titan IV(401)A","Mentor","1","0","2","3"
"Arianespace","1995-05-17","2022-08-15 06:34:00","Ariane 44LP","Intelsat 706","1","0","2","17"
"Lockheed","1995-05-23","2022-08-15 05:52:00","Atlas I","GOES-J","1","0","2","3"
"VKS RF","1995-05-24","2022-08-15 20:10:00","Molniya-M /Block 2BL","Cosmos 2312","1","0","2","14"
"Lockheed","1995-05-31","2022-08-15 15:27:00","Atlas II","USA-111 (UHF F5)","1","0","2","3"
"VKS RF","1995-06-08","2022-08-15 04:43:00","Tsyklon-2","Cosmos 2313","1","0","2","21"
"Arianespace","1995-06-10","2022-08-15 00:24:00","Ariane 42P","DBS-3","1","0","2","17"
"Northrop","1995-06-22","2022-08-15 19:58:00","Pegasus XL","STEP-3","2","40","4","3"
"NASA","1995-06-27","2022-08-15 19:32:00","Space Shuttle Atlantis","STS-71","1","450","2","3"
"VKS RF","1995-07-05","2022-08-15 03:09:00","Cosmos-3M (11K65M)","Cosmos 2315","1","0","2","14"
"Arianespace","1995-07-07","2022-08-15 16:23:00","Ariane 40","Helios 1A, Cerise, LBSAT-1","1","0","2","17"
"Lockheed","1995-07-10","2022-08-15 12:38:00","Titan IV(401)A","Trumpet","1","0","2","3"
"NASA","1995-07-13","2022-08-15 13:41:00","Space Shuttle Discovery","STS-70","1","450","2","3"
"Lockheed","1995-07-31","2022-08-15 23:30:00","Atlas IIA","USA-113 (DSCS IIIB-7)","1","0","2","3"
"RVSN USSR","1995-08-02","2022-08-15 23:59:00","Molniya-M /Block SO-L","Interbol 1 & Magion 4","1","0","2","14"
"Arianespace","1995-08-03","2022-08-15 22:58:00","Ariane 42L","Panamsat-4","1","0","2","17"
"VKS RF","1995-08-09","2022-08-15 01:21:00","Molniya-M /Block ML","Molniya-3 n†­163","1","0","2","14"
"Lockheed","1995-08-15","2022-08-15 22:30:00","Athena I","GemStar 1","1","0","4","3"
"ILS","1995-08-29","2022-08-15 00:53:00","Atlas IIAS","JCSAT-3","1","0","2","3"
"Arianespace","1995-08-29","2022-08-15 06:41:00","Ariane 42P","N-Star A","1","0","2","17"
"VKS RF","1995-08-31","2022-08-15 06:50:00","Tsyklon-3","Sich 1 & FASat Alfa","1","0","2","14"
"Boeing","1995-09-05","2022-08-15 11:10:00","Delta II 7925","Koreasat 1","1","0","1","3"
"NASA","1995-09-07","2022-08-15 15:09:00","Space Shuttle Endeavour","STS-69","1","450","2","3"
"Arianespace","1995-09-24","2022-08-15 00:06:00","Ariane 42L","Telstar 402R","1","0","2","17"
"VKS RF","1995-10-06","2022-08-15 03:23:00","Cosmos-3M (11K65M)","Cosmos 2321","1","0","1","14"
"Arianespace","1995-10-19","2022-08-15 00:28:00","Ariane 42L","Astra 1E","1","0","2","17"
"NASA","1995-10-20","2022-08-15 13:53:00","Space Shuttle Columbia","STS-73","1","450","2","3"
"Lockheed","1995-10-22","2022-08-15 08:00:00","Atlas II","USA-114 (UHF F6)","1","0","2","3"
"EER","1995-10-23","2022-08-15 22:03:00","Conestoga-1620","METEOR","1","20","4","3"
"VKS RF","1995-10-31","2022-08-15 20:19:00","Zenit-2","Cosmos 2322","1","0","2","21"
"Boeing","1995-11-04","2022-08-15 14:22:00","Delta II 7920-10","RADARSAT-1 and SURFSAT","1","0","2","3"
"Lockheed","1995-11-06","2022-08-15 05:15:00","Titan IV(401)A","Milstar DFS-2","1","0","2","3"
"NASA","1995-11-12","2022-08-15 12:30:00","Space Shuttle Atlantis","STS-74","1","450","2","3"
"Arianespace","1995-11-17","2022-08-15 01:20:00","Ariane 44P","Infrared Space Observatory","1","0","2","17"
"CASC","1995-11-28","2022-08-15 11:30:00","Long March 2E","AsiaSat 2","1","0","2","12"
"Lockheed","1995-12-02","2022-08-15 08:08:00","Atlas IIAS","SOHO","1","0","2","3"
"Lockheed","1995-12-05","2022-08-15 21:18:00","Titan IV(404)A","KH-11 Kennen","1","0","2","3"
"Arianespace","1995-12-06","2022-08-15 23:23:00","Ariane 44L","Telecom 2C, Insat 2C","1","0","2","17"
"Lockheed","1995-12-15","2022-08-15 00:23:00","Atlas IIA","Galaxy 3R","1","0","2","3"
"VKS RF","1995-12-20","2022-08-15 00:52:00","Tsyklon-2","Cosmos 2326","1","0","2","21"
"VKS RF","1995-12-28","2022-08-15 06:45:00","Molniya-M /Block 2BL","IRS-1C & Skipper","1","0","2","21"
"CASC","1995-12-28","2022-08-15 11:50:00","Long March 2E","EchoStar 1","1","0","2","12"
"Boeing","1995-12-30","2022-08-15 13:48:00","Delta II 7920-10","XTE","1","0","2","3"
"NASA","1996-01-11","2022-08-15 09:41:00","Space Shuttle Endeavour","STS-72","1","450","2","3"
"Arianespace","1996-01-12","2022-08-15 23:10:00","Ariane 44L","Panamsat-3R, Measat-1","1","0","2","17"
"Boeing","1996-01-14","2022-08-15 11:10:00","Delta II 7925","Koreasat-2","1","0","2","3"
"VKS RF","1996-01-16","2022-08-15 15:33:00","Cosmos-3M (11K65M)","Cosmos 2327","1","0","2","14"
"ILS","1996-02-01","2022-08-15 01:15:00","Atlas IIAS","Palapa C1","1","0","2","3"
"Arianespace","1996-02-05","2022-08-15 07:19:00","Ariane 44P","N-Star B","1","0","2","17"
"CASC","1996-02-14","2022-08-15 19:01:00","Long March 3B","Intelsat 708","1","0","4","12"
"Boeing","1996-02-17","2022-08-15 20:43:00","Delta II 7925-8","NEAR","1","0","2","3"
"VKS RF","1996-02-19","2022-08-15 00:58:00","Tsyklon-3","Cosmos 2328 to 2330 & Gonets 1 to 3","1","0","2","14"
"NASA","1996-02-22","2022-08-15 20:18:00","Space Shuttle Columbia","STS-75","1","450","2","3"
"Boeing","1996-02-24","2022-08-15 11:24:00","Delta II 7925-10","Polar","1","0","2","3"
"Northrop","1996-03-09","2022-08-15 01:53:00","Pegasus XL","REX II","2","40","2","3"
"Arianespace","1996-03-14","2022-08-15 07:11:00","Ariane 44LP","Intelsat 707","1","0","2","17"
"ISRO","1996-03-21","2022-08-15 04:53:00","PSLV-G","IRS-P3","1","25","2","13"
"NASA","1996-03-22","2022-08-15 08:13:00","Space Shuttle Atlantis","STS-76","1","450","2","3"
"Boeing","1996-03-28","2022-08-15 00:21:00","Delta II 7925","USA-117 (GPS IIA-16)","1","0","2","3"
"ILS","1996-04-03","2022-08-15 23:01:00","Atlas IIA","Inmarsat 3-F1","1","0","2","3"
"Arianespace","1996-04-20","2022-08-15 22:36:00","Ariane 42P","M-SAT-1","1","0","2","17"
"Boeing","1996-04-24","2022-08-15 12:27:00","Delta II 7920-10","MSX","1","0","2","3"
"VKS RF","1996-04-24","2022-08-15 13:00:00","Cosmos-3M (11K65M)","Cosmos 2265","1","0","2","14"
"Lockheed","1996-04-24","2022-08-15 23:37:00","Titan IV(401)A","Mercury","1","0","2","3"
"Lockheed","1996-04-30","2022-08-15 04:31:00","Atlas I","BeppoSAX","1","0","2","3"
"Lockheed","1996-05-12","2022-08-15 21:32:00","Titan IV(403)A","SLDCOM, NOSS 3x, TiPS 2x","1","0","2","3"
"Arianespace","1996-05-16","2022-08-15 01:56:00","Ariane 44L","Palapa C2, AMOS-1","1","0","2","17"
"Northrop","1996-05-17","2022-08-15 02:44:00","Pegasus","MSTI-3","1","40","2","3"
"NASA","1996-05-19","2022-08-15 10:30:00","Space Shuttle Endeavour","STS-77","1","450","2","3"
"Boeing","1996-05-24","2022-08-15 01:10:00","Delta II 7925","Galaxy 9","1","0","2","3"
"ESA","1996-06-04","2022-08-15 12:34:00","Ariane 5 G","Cluster","1","0","4","17"
"Arianespace","1996-06-15","2022-08-15 06:55:00","Ariane 44P","Intelsat 709","1","0","2","17"
"NASA","1996-06-20","2022-08-15 14:49:00","Space Shuttle Columbia","STS-78","1","450","2","3"
"Northrop","1996-07-02","2022-08-15 07:48:00","Pegasus XL","TOMS","2","40","2","3"
"Lockheed","1996-07-03","2022-08-15 00:31:00","Titan IV(405)A","SDS","1","0","2","3"
"CASC","1996-07-03","2022-08-15 10:47:00","Long March 3","Apstar 1A","1","0","2","12"
"Arianespace","1996-07-09","2022-08-15 22:24:00","Ariane 44L","Arabsat-2A, T??rksat 1C","1","0","2","17"
"Boeing","1996-07-16","2022-08-15 00:50:00","Delta II 7925","USA-126 (GPS IIA-17)","1","0","2","3"
"Lockheed","1996-07-25","2022-08-15 12:42:00","Atlas II","UHF F7","1","0","2","3"
"Arianespace","1996-08-08","2022-08-15 22:49:00","Ariane 44L","Italsat F2, Telecom 2D","1","0","2","17"
"VKS RF","1996-08-14","2022-08-15 22:21:00","Molniya-M /Block ML","Molniya-1T n†­164","1","0","2","14"
"MHI","1996-08-17","2022-08-15 01:53:00","H-II (2 SSB)","Fuji 2 & Midori","1","0","2","18"
"CASC","1996-08-18","2022-08-15 10:27:00","Long March 3","Chinasat-7","1","0","1","12"
"Northrop","1996-08-21","2022-08-15 09:47:00","Pegasus XL","FAST","2","40","2","3"
"RVSN USSR","1996-08-29","2022-08-15 05:22:00","Molniya-M /Block SO-L","Interbol 2, Magion5 & Victor","1","0","2","14"
"VKS RF","1996-09-04","2022-08-15 09:01:00","Zenit-2","Cosmos 2333","1","0","2","21"
"VKS RF","1996-09-05","2022-08-15 12:47:00","Cosmos-3M (11K65M)","Cosmos 2334 & UNAMSAT-B","1","0","2","14"
"ILS","1996-09-08","2022-08-15 21:49:00","Atlas IIA","GE-1","1","0","2","3"
"Arianespace","1996-09-11","2022-08-15 00:00:00","Ariane 42P","Echostar-2","1","0","2","17"
"Boeing","1996-09-12","2022-08-15 08:49:00","Delta II 7925","USA-128 (GPS IIA-18)","1","0","2","3"
"NASA","1996-09-16","2022-08-15 08:54:00","Space Shuttle Atlantis","STS-79","1","450","2","3"
"CASC","1996-10-20","2022-08-15 07:20:00","Long March 2D","FSW-2 No.3","2","29.75","2","12"
"VKS RF","1996-10-24","2022-08-15 11:37:00","Molniya-M /Block ML","Molniya-3 n†­165","1","0","2","14"
"Northrop","1996-11-04","2022-08-15 17:08:00","Pegasus XL","HETE & SAC-B","2","40","4","3"
"Boeing","1996-11-07","2022-08-15 17:00:00","Delta II 7925","Mars Global Surveyor","1","0","2","3"
"Arianespace","1996-11-13","2022-08-15 22:40:00","Ariane 44L","Arabsat-2B, Measat-2","1","0","2","17"
"ILS","1996-11-21","2022-08-15 20:47:00","Atlas IIA","Hot Bird 2","1","0","2","3"
"Boeing","1996-12-04","2022-08-15 06:58:00","Delta II 7925","Mars Pathfinder","1","0","2","3"
"NASA","1996-12-07","2022-08-15 11:49:00","Space Shuttle Columbia","STS-80","1","450","2","3"
"VKS RF","1996-12-11","2022-08-15 12:00:00","Tsyklon-2","Cosmos 2335","1","0","2","21"
"ILS","1996-12-18","2022-08-15 01:57:00","Atlas IIA","Inmarsat 3-F3","1","0","2","3"
"VKS RF","1996-12-20","2022-08-15 06:43:00","Cosmos-3M (11K65M)","Cosmos 2336","1","0","2","14"
"Lockheed","1996-12-20","2022-08-15 18:04:00","Titan IV(404)A","NROL-2 (KH-11 Kennen)","1","0","2","3"
"NASA","1997-01-12","2022-08-15 09:27:00","Space Shuttle Atlantis","STS-81","1","450","2","3"
"Boeing","1997-01-17","2022-08-15 16:28:00","Delta II 7925","GPS IIR-1","1","0","4","3"
"Arianespace","1997-01-30","2022-08-15 22:04:00","Ariane 44L","GE-2, Nahuel 1A","1","0","2","17"
"NASA","1997-02-11","2022-08-15 08:55:00","Space Shuttle Discovery","STS-82","1","450","2","3"
"ISAS","1997-02-12","2022-08-15 04:50:00","Mu-V / M-24","Muses B","1","0","2","18"
"VKS RF","1997-02-14","2022-08-15 03:47:00","Tsyklon-3","Cosmos 2337 to 2339 & Gonets 4 to 6","1","0","2","14"
"ILS","1997-02-17","2022-08-15 01:42:00","Atlas IIAS","JCSAT-4","1","0","2","3"
"Lockheed","1997-02-23","2022-08-15 20:20:00","Titan IV(402)B","DSP","1","0","2","3"
"Arianespace","1997-03-01","2022-08-15 01:07:00","Ariane 44P","Intelsat 801","1","0","2","17"
"MITT","1997-03-04","2022-08-15 02:00:00","Start-1","Zeya","2","0","2","14"
"ILS","1997-03-08","2022-08-15 06:01:00","Atlas IIA","Tempo 2","1","0","2","3"
"Lockheed","1997-04-04","2022-08-15 16:47:00","Titan II(23)G","USA-131","1","35","2","3"
"NASA","1997-04-04","2022-08-15 19:20:00","Space Shuttle Columbia","STS-83","1","450","2","3"
"Arianespace","1997-04-16","2022-08-15 23:08:00","Ariane 44LP","Thaicom 3, BSAT 1a","1","0","2","17"
"VKS RF","1997-04-17","2022-08-15 13:03:00","Cosmos-3M (11K65M)","Cosmos 2341","1","0","2","14"
"Northrop","1997-04-21","2022-08-15 11:59:00","Pegasus XL","MiniSat & Celestis space burial","2","40","2","7"
"Lockheed","1997-04-25","2022-08-15 05:49:00","Atlas I","GOES-K","1","0","2","3"
"Boeing","1997-05-05","2022-08-15 14:55:00","Delta II 7920-10C","MS-1","1","0","2","3"
"CASC","1997-05-11","2022-08-15 16:17:00","Long March 3A","ChinaSat 6","2","69.699997","2","12"
"VKS RF","1997-05-14","2022-08-15 00:33:00","Molniya-M /Block 2BL","Cosmos 2342","1","0","2","14"
"NASA","1997-05-15","2022-08-15 08:07:00","Space Shuttle Atlantis","STS-84","1","450","2","3"
"VKS RF","1997-05-20","2022-08-15 07:07:00","Zenit-2","Tselina-2 n†­19","1","0","4","21"
"Boeing","1997-05-20","2022-08-15 22:39:00","Delta II 7925","Telenor Thor II","1","0","2","3"
"Arianespace","1997-06-03","2022-08-15 23:20:00","Ariane 44L","Inmarsat 3 F4, Insat 2D","1","0","2","17"
"CASC","1997-06-10","2022-08-15 12:01:00","Long March 3","Fengyun-2A","1","0","2","12"
"Arianespace","1997-06-25","2022-08-15 23:44:00","Ariane 44P","Intelsat 802","1","0","2","17"
"NASA","1997-07-01","2022-08-15 18:02:00","Space Shuttle Columbia","STS-94","1","450","2","3"
"Boeing","1997-07-09","2022-08-15 13:04:00","Delta II 7920-10C","MS-2","1","0","2","3"
"Boeing","1997-07-23","2022-08-15 03:43:00","Delta II 7925","USA-132 (GPS IIR-2)","1","0","2","3"
"ILS","1997-07-28","2022-08-15 01:15:00","Atlas IIAS","Superbird C","1","0","2","3"
"Northrop","1997-08-01","2022-08-15 20:20:00","Pegasus XL","OrbView-2","2","40","2","7"
"NASA","1997-08-07","2022-08-15 14:41:00","Space Shuttle Discovery","STS-85","1","450","2","3"
"Arianespace","1997-08-08","2022-08-15 06:46:00","Ariane 44P","Panamsat-6","1","0","2","17"
"CASC","1997-08-19","2022-08-15 17:50:00","Long March 3B","Agila-2","1","0","2","12"
"Boeing","1997-08-21","2022-08-15 00:38:00","Delta II 7920-10C","MS-3","1","0","2","3"
"Lockheed","1997-08-23","2022-08-15 06:51:00","Athena I","Lewis","1","0","2","3"
"Boeing","1997-08-25","2022-08-15 14:39:00","Delta II 7920-8","Advanced Composition Explorer","1","0","2","3"
"Northrop","1997-08-29","2022-08-15 15:02:00","Pegasus XL","FORTE","2","40","2","3"
"CASC","1997-09-01","2022-08-15 14:00:00","Long March 2C","Iridium mass simulator A&B","2","30.799999","2","12"
"Arianespace","1997-09-02","2022-08-15 22:21:00","Ariane 44LP","Hot Bird 3, Meteosat 7","1","0","2","17"
"ILS","1997-09-04","2022-08-15 12:03:00","Atlas IIAS","GE-3","1","0","2","3"
"VKS RF","1997-09-23","2022-08-15 16:44:00","Cosmos-3M (11K65M)","Cosmos 2346 & FAISAT-2V","1","0","2","14"
"Arianespace","1997-09-23","2022-08-15 23:58:00","Ariane 44LP","Intelsat 803","1","0","2","17"
"VKS RF","1997-09-24","2022-08-15 21:30:00","Molniya-M /Block ML","Molniya-1T n†­166","1","0","2","14"
"NASA","1997-09-25","2022-08-15 14:34:00","Space Shuttle Atlantis","STS-86","1","450","2","3"
"Boeing","1997-09-27","2022-08-15 01:23:00","Delta II 7920-10C","MS-4","1","0","2","3"
"ISRO","1997-09-29","2022-08-15 10:20:00","PSLV-G","IRS-1D","1","25","1","13"
"ILS","1997-10-05","2022-08-15 21:01:00","Atlas IIAS","Echostar 3","1","0","2","3"
"Lockheed","1997-10-15","2022-08-15 08:43:00","Titan IV(401)B","Cassini???Huygens","1","0","2","3"
"CASC","1997-10-16","2022-08-15 19:13:00","Long March 3B","Apstar 2R","1","0","2","12"
"Northrop","1997-10-22","2022-08-15 13:13:00","Pegasus XL","STEP-4","2","40","2","3"
"Lockheed","1997-10-24","2022-08-15 02:32:00","Titan IV(403)A","NROL-3 (Lacrosse)","1","0","2","3"
"Lockheed","1997-10-25","2022-08-15 00:46:00","Atlas IIA","DSCS IIIB-13","1","0","2","3"
"ESA","1997-10-30","2022-08-15 13:43:00","Ariane 5 G","MaqSat-H, TEAMSAT, MaqSat-B, YES","1","0","1","17"
"AEB","1997-11-02","2022-08-15 00:00:00","VLS-1","SCD-2A","1","0","4","5"
"Boeing","1997-11-06","2022-08-15 00:30:00","Delta II 7925","USA-134 (GPS IIA-19)","1","0","2","3"
"Lockheed","1997-11-08","2022-08-15 02:05:00","Titan IV(401)A","NROL-4 (Trumpet)","1","0","2","3"
"Boeing","1997-11-09","2022-08-15 01:34:00","Delta II 7920-10C","MS-5","1","0","2","3"
"NASA","1997-11-19","2022-08-15 19:46:00","Space Shuttle Columbia","STS-87","1","450","2","3"
"MHI","1997-11-27","2022-08-15 21:27:00","H-II","TRMM & Orihime/Hikoboshi","1","0","2","18"
"Arianespace","1997-12-02","2022-08-15 22:52:00","Ariane 44P","JCSAT-5, Equator S","1","0","2","17"
"CASC","1997-12-08","2022-08-15 07:16:00","Long March 2C","Iridium 42 & 44","2","30.799999","2","12"
"ILS","1997-12-08","2022-08-15 23:52:00","Atlas IIAS","Galaxy 8i","1","0","2","3"
"VKS RF","1997-12-09","2022-08-15 07:17:00","Tsyklon-2","Cosmos 2347","1","0","2","21"
"Arianespace","1997-12-12","2022-08-15 21:48:00","Ariane 44L","Sirius-2, Cakrawarta-1","1","0","2","17"
"Boeing","1997-12-20","2022-08-15 13:16:00","Delta II 7920-10C","MS-6","1","0","2","3"
"Arianespace","1997-12-22","2022-08-15 00:16:00","Ariane 42L","Intelsat 804","1","0","2","17"
"Northrop","1997-12-23","2022-08-15 19:11:00","Pegasus XL/HAPS","Orbcomm A1-A8","2","40","2","3"
"MITT","1997-12-24","2022-08-15 13:32:00","Start-1","Earlybird 1","2","0","2","14"
"ILS","1997-12-24","2022-08-15 23:19:00","Proton K/Block DM-3","PAS-22","1","0","1","21"
"Lockheed","1998-01-07","2022-08-15 02:28:00","Athena II","Lunar Prospector","1","0","2","3"
"Boeing","1998-01-10","2022-08-15 00:32:00","Delta II 7925","Skynet 4D","1","0","2","3"
"NASA","1998-01-22","2022-08-15 02:48:00","Space Shuttle Endeavour","STS-89","1","450","2","3"
"IAI","1998-01-22","2022-08-15 00:00:00","Shavit","Ofek-4","1","0","4","15"
"Lockheed","1998-01-29","2022-08-15 18:37:00","Atlas IIA","NROL-5/SDS","1","0","2","3"
"Arianespace","1998-02-04","2022-08-15 23:29:00","Ariane 44LP","Brasilsat B3, Inmarsat-3 F5","1","0","2","17"
"Northrop","1998-02-10","2022-08-15 13:20:00","Minotaur C (Taurus)","GFO & Orbcomm 11 and 12","2","45","2","3"
"Boeing","1998-02-14","2022-08-15 14:24:00","Delta II 7420-10C","Globalstar-1","1","0","2","3"
"Boeing","1998-02-18","2022-08-15 13:58:00","Delta II 7920-10C","MS-7","1","0","2","3"
"MHI","1998-02-21","2022-08-15 07:55:00","H-II","Kakehashi","1","0","1","18"
"Northrop","1998-02-26","2022-08-15 07:07:00","Pegasus XL","SNOE & BATSAT","2","40","2","3"
"Arianespace","1998-02-27","2022-08-15 22:38:00","Ariane 42P","Hot Bird 4","1","0","2","17"
"ILS","1998-02-28","2022-08-15 00:21:00","Atlas IIAS","Intelsat 806","1","0","2","3"
"Lockheed","1998-03-16","2022-08-15 21:32:00","Atlas II","UHF F8","1","0","2","3"
"Arianespace","1998-03-24","2022-08-15 01:46:00","Ariane 40","SPOT-4","1","0","2","17"
"CASC","1998-03-25","2022-08-15 17:01:00","Long March 2C","Iridium 51 & 61","2","30.799999","2","12"
"Boeing","1998-03-30","2022-08-15 06:02:00","Delta II 7920-10C","MS-8","1","0","2","3"
"Northrop","1998-04-02","2022-08-15 16:24:00","Pegasus XL","TRACE","2","40","2","3"
"NASA","1998-04-17","2022-08-15 18:19:00","Space Shuttle Columbia","STS-90","1","450","2","3"
"Boeing","1998-04-24","2022-08-15 22:38:00","Delta II 7920-10C","Globalstar-2","1","0","2","3"
"Arianespace","1998-04-28","2022-08-15 22:53:00","Ariane 44P","Nilesat-101, BSAT-1B","1","0","2","17"
