"Company","Date","Time","Rocket","Mission","RocketStatus","Price","MissionStatus","Country_id"
"SpaceX","2020-08-18","2022-08-15 14:31:00","Falcon 9 Block 5","Starlink V1 L10 & SkySat 19 to 21","2","67","2","3"
"CASC","2020-08-23","2022-08-15 02:27:00","Long March 2D","Gaofen-9 05, Tiantuo-5 & MTS","2","29.75","2","12"
"SpaceX","2020-08-30","2022-08-15 23:18:00","Falcon 9 Block 5","SAOCOM 1B & Rideshares","2","67","2","3"
"Rocket Lab","2020-08-31","2022-08-15 03:05:00","Electron/Photon","I Can’t Believe It’s Not Optical","2","0","2","4"
"Arianespace","2020-09-03","2022-08-15 01:51:00","Vega","SSMS n°1 PoC","2","37","2","17"
"SpaceX","2020-09-03","2022-08-15 12:46:00","Falcon 9 Block 5","Starlink V1 L11","2","67","2","3"
"CASC","2020-09-04","2022-08-15 07:30:00","Long March 2F/T","Experimental Spaceplane (CSSHQ)","2","0","2","12"
"CASC","2020-09-07","2022-08-15 05:57:00","Long March 4B","Gaofen-11 02","2","64.68","2","12"
"Astra","2020-09-12","2022-08-15 03:19:00","Rocket 3","Rocket 3.1","2","2.5","4","8"
"ExPace","2020-09-12","2022-08-15 05:02:00","Kuaizhou 1A","Jilin-1 High Resolution 02C","2","5.8000002","4","12"
"CASC","2020-09-15","2022-08-15 01:23:00","Long March 11H","Jilin-1 High Resolution 03","2","5.3000002","2","6"
"CASC","2020-09-21","2022-08-15 05:40:00","Long March 4B","Haiyang 2C","2","64.68","2","12"
"CASC","2020-09-27","2022-08-15 03:23:00","Long March 4B","Huanjing-2A & 2B","2","64.68","2","12"
"VKS RF","2020-09-28","2022-08-15 11:20:00","Soyuz 2.1b/Fregat","Goniets-M n°27L to 29L & Others","2","25","2","14"
"Northrop","2020-10-03","2022-08-15 01:16:00","Antares 230+","CRS NG-14","2","85","2","3"
"SpaceX","2020-10-06","2022-08-15 11:29:00","Falcon 9 Block 5","Starlink V1 L12","2","67","2","3"
"CASC","2020-10-11","2022-08-15 16:57:00","Long March 3B/E","Gaofen-13","2","29.15","2","12"
"Blue Origin","2020-10-13","2022-08-15 13:38:00","New Shepard","NS-13","2","0","2","3"
"Roscosmos","2020-10-14","2022-08-15 05:45:00","Soyuz 2.1a","Soyuz MS-17","2","17.42","2","21"
"SpaceX","2020-10-18","2022-08-15 12:25:00","Falcon 9 Block 5","Starlink V1 L13","2","67","2","3"
"SpaceX","2020-10-24","2022-08-15 15:31:00","Falcon 9 Block 5","Starlink V1 L14","2","67","2","3"
"VKS RF","2020-10-25","2022-08-15 19:08:00","Soyuz 2.1b/Fregat-M","Cosmos 2547","2","25","2","14"
"CASC","2020-10-26","2022-08-15 15:19:00","Long March 2C","Yaogan-30 07 & Apocalypse-6","2","30.799999","2","12"
"Rocket Lab","2020-10-28","2022-08-15 21:21:00","Electron/Curie","In Focus","2","7.5","2","4"
"SpaceX","2020-11-05","2022-08-15 23:24:00","Falcon 9 Block 5","GPS III-4","2","67","2","3"
"CASC","2020-11-06","2022-08-15 03:19:00","Long March 6","ÑuSat 9 to 18 & Others","2","19","2","12"
"Galactic Energy","2020-11-07","2022-08-15 07:12:00","Ceres-1","I Believe I Can Fly","2","4.9000001","2","12"
"ISRO","2020-11-07","2022-08-15 09:41:00","PSLV-DL","EOS-01 & Rideshares","2","0","2","13"
"CASC","2020-11-12","2022-08-15 15:59:00","Long March 3B/E","Tiantong-1 02","2","29.15","2","12"
"ULA","2020-11-13","2022-08-15 22:32:00","Atlas V 531","NROL-101","2","140","2","3"
"SpaceX","2020-11-16","2022-08-15 00:27:00","Falcon 9 Block 5","SpaceX Crew-1","2","67","2","3"
"Arianespace","2020-11-17","2022-08-15 01:52:00","Vega","Taranis & Seosat","2","37","4","17"
"Rocket Lab","2020-11-20","2022-08-15 02:20:00","Electron/Curie","Return To Sender","2","7.5","2","4"
"SpaceX","2020-11-21","2022-08-15 17:17:00","Falcon 9 Block 5","Sentinel-6A Michael Freilich","2","67","2","3"
"CASC","2020-11-23","2022-08-15 20:30:00","Long March 5","Chang'e 5","2","0","2","12"
"SpaceX","2020-11-25","2022-08-15 02:13:00","Falcon 9 Block 5","Starlink V1 L15","2","67","2","3"
"MHI","2020-11-29","2022-08-15 07:25:00","H-IIA 202","JDRS-1","2","90","2","18"
"Arianespace","2020-12-02","2022-08-15 01:33:00","Soyuz ST-A/Fregat-M","Falcon Eye 2","2","30","2","17"
"VKS RF","2020-12-03","2022-08-15 01:14:00","Soyuz 2.1b/Fregat-M","Goniets-M n°30L to 32L & Cosmos 2548","2","25","2","14"
"CASC","2020-12-06","2022-08-15 03:58:00","Long March 3B/E","Gaofen 14","2","29.15","2","12"
"SpaceX","2020-12-06","2022-08-15 16:17:00","Falcon 9 Block 5","CRS SpX-21","2","67","2","3"
"CASC","2020-12-09","2022-08-15 20:14:00","Long March 11","GECAM 1 & 2","2","5.3000002","2","12"
"SpaceX","2020-12-09","2022-08-15 22:45:00","Starship Prototype","12.5-Kilometer Test Flight","2","0","1","3"
"ULA","2020-12-11","2022-08-15 01:09:00","Delta IV Heavy","NROL-44","2","350","2","3"
"Virgin Galactic","2020-12-12","2022-08-15 16:19:00","SpaceShipTwo","VF-02","2","0","1","3"
"SpaceX","2020-12-13","2022-08-15 17:30:00","Falcon 9 Block 5","SXM-7","2","67","2","3"
"VKS RF","2020-12-14","2022-08-15 05:50:00","Angara A5/Briz-M","MGM n°2","2","100","2","14"
"Rocket Lab","2020-12-15","2022-08-15 10:09:00","Electron/Curie","The Owl’s Night Begins","2","7.5","2","4"
"Astra","2020-12-15","2022-08-15 20:55:00","Rocket 3","Rocket 3.2","2","2.5","4","8"
"ISRO","2020-12-17","2022-08-15 10:09:00","PSLV-XL","CMS-01","2","31","2","13"
"Starsem","2020-12-18","2022-08-15 12:26:00","Soyuz 2.1b/Fregat","OneWeb #4","2","25","2","14"
"SpaceX","2020-12-19","2022-08-15 14:00:00","Falcon 9 Block 5","NROL-108","2","67","2","3"
"CASC","2020-12-22","2022-08-15 04:37:00","Long March 8","XJY-7, Haisi-1 & Others","2","27","2","12"
"CASC","2020-12-27","2022-08-15 15:44:00","Long March 4C","Yaogan-33(R) & Weina 2","2","64.68","2","12"
"Arianespace","2020-12-29","2022-08-15 16:42:00","Soyuz ST-A/Fregat-M","CSO-2","2","30","2","17"
"SpaceX","2021-01-08","2022-08-15 02:15:00","Falcon 9 Block 5","Türksat 5A","2","67","2","3"
"Blue Origin","2021-01-14","2022-08-15 17:17:00","New Shepard","NS-14","2","0","2","3"
"Virgin Orbit","2021-01-17","2022-08-15 19:38:00","LauncherOne","ELaNa XX","2","12","2","3"
"CASC","2021-01-19","2022-08-15 16:25:00","Long March 3B/E","Tiantong-1 03","2","29.15","2","12"
"Rocket Lab","2021-01-20","2022-08-15 07:26:00","Electron/Curie","Another One Leaves The Crust","2","7.5","2","4"
"SpaceX","2021-01-20","2022-08-15 13:02:00","Falcon 9 Block 5","Starlink V1 L16","2","67","2","3"
"SpaceX","2021-01-24","2022-08-15 15:00:00","Falcon 9 Block 5","Transporter 1","2","67","2","3"
"CASC","2021-01-29","2022-08-15 04:47:00","Long March 4C","Yaogan-31 02","2","64.68","2","12"
"i-Space","2021-02-01","2022-08-15 08:15:00","Hyperbola-1","6 Unknown Payloads","2","0","4","12"
"ISA","2021-02-01","2022-08-15 00:00:00","Zoljanah","Demo Flight","2","0","2","20"
"SpaceX","2021-02-02","2022-08-15 20:25:00","Starship Prototype","10-Kilometer Test Flight","2","0","1","3"
"VKS RF","2021-02-02","2022-08-15 20:45:00","Soyuz 2.1b","Cosmos 2549","2","20","2","14"
"SpaceX","2021-02-04","2022-08-15 06:19:00","Falcon 9 Block 5","Starlink V1 L18","2","67","2","3"
"CASC","2021-02-04","2022-08-15 15:36:00","Long March 3B/E","-TJS 6.00","2","29.15","2","12"
"Roscosmos","2021-02-15","2022-08-15 04:45:00","Soyuz 2.1a","Progress MS-16","2","17.42","2","21"
"SpaceX","2021-02-16","2022-08-15 03:59:00","Falcon 9 Block 5","Starlink V1 L19","2","67","2","3"
"Northrop","2021-02-20","2022-08-15 17:36:00","Antares 230+","CRS NG-15","2","85","2","3"
"CASC","2021-02-24","2022-08-15 02:22:00","Long March 4C","Yaogan-31 03","2","64.68","2","12"
"ISRO","2021-02-28","2022-08-15 04:54:00","PSLV-DL","Amazônia 1 & Others","2","0","2","13"
"Roscosmos","2021-02-28","2022-08-15 06:55:00","Soyuz 2.1b/Fregat-M","Arktika-M n°1","2","25","2","21"
"SpaceX","2021-03-03","2022-08-15 23:14:00","Starship Prototype","10-Kilometer Test Flight","2","0","1","3"
"SpaceX","2021-03-04","2022-08-15 08:24:00","Falcon 9 Block 5","Starlink V1 L17","2","67","2","3"
"SpaceX","2021-03-11","2022-08-15 08:13:00","Falcon 9 Block 5","Starlink V1 L20","2","67","2","3"
"CASC","2021-03-11","2022-08-15 17:51:00","Long March 7A","Shiyan 9","2","0","2","12"
"CASC","2021-03-13","2022-08-15 02:19:00","Long March 4C","Yaogan-31 04","2","64.68","2","12"
"SpaceX","2021-03-14","2022-08-15 10:01:00","Falcon 9 Block 5","Starlink V1 L21","2","67","2","3"
"GK LS","2021-03-22","2022-08-15 06:07:00","Soyuz 2.1a/Fregat-M","CAS500-1 & Others","2","23","2","21"
"Rocket Lab","2021-03-22","2022-08-15 22:30:00","Electron/Photon","They Go Up So Fast","2","0","2","4"
"SpaceX","2021-03-24","2022-08-15 08:28:00","Falcon 9 Block 5","Starlink V1 L22","2","67","2","3"
"Starsem","2021-03-25","2022-08-15 02:47:00","Soyuz 2.1b/Fregat","OneWeb #5","2","25","2","14"
"SpaceX","2021-03-30","2022-08-15 13:00:00","Starship Prototype","10-Kilometer Test Flight","2","0","4","3"
"CASC","2021-03-30","2022-08-15 22:45:00","Long March 4C","Gaofen-12 02","2","64.68","2","12"
"SpaceX","2021-04-07","2022-08-15 16:34:00","Falcon 9 Block 5","Starlink V1 L23","2","67","2","3"
"CASC","2021-04-08","2022-08-15 23:01:00","Long March 4B","Shiyan-6 03","2","64.68","2","12"
"Roscosmos","2021-04-09","2022-08-15 07:42:00","Soyuz 2.1a","Soyuz MS-18","2","17.42","2","21"
"Blue Origin","2021-04-14","2022-08-15 16:49:00","New Shepard","NS-15","2","0","2","3"
"SpaceX","2021-04-23","2022-08-15 09:49:00","Falcon 9 Block 5","SpaceX Crew-2","2","67","2","3"
"Starsem","2021-04-25","2022-08-15 22:14:00","Soyuz 2.1b/Fregat","OneWeb #6","2","25","2","14"
"ULA","2021-04-26","2022-08-15 20:47:00","Delta IV Heavy","NROL-82","2","350","2","3"
"CASC","2021-04-27","2022-08-15 03:20:00","Long March 6","Qilu-1, 4 & Rideshares","2","19","2","12"
"Arianespace","2021-04-29","2022-08-15 01:50:00","Vega","Pléiades-Néo 3 & SSMS n°2","2","37","2","17"
"CASC","2021-04-29","2022-08-15 03:23:00","Long March 5B","Tianhe","2","0","2","12"
"SpaceX","2021-04-29","2022-08-15 03:44:00","Falcon 9 Block 5","Starlink V1 L24","2","67","2","3"
"CASC","2021-04-30","2022-08-15 07:27:00","Long March 4C","Yaogan 34","2","64.68","2","12"
"SpaceX","2021-05-04","2022-08-15 19:01:00","Falcon 9 Block 5","Starlink V1 L25","2","67","2","3"
"SpaceX","2021-05-05","2022-08-15 22:25:00","Starship Prototype","10-Kilometer Test Flight","2","0","2","3"
"CASC","2021-05-06","2022-08-15 18:11:00","Long March 2C/E","Yaogan-30 08 & Apocalypse 12","2","30.799999","2","12"
"SpaceX","2021-05-09","2022-08-15 06:42:00","Falcon 9 Block 5","Starlink V1 L27","2","67","2","3"
"Rocket Lab","2021-05-15","2022-08-15 11:11:00","Electron/Curie","Running Out of Toes","2","7.5","4","4"
"SpaceX","2021-05-15","2022-08-15 22:56:00","Falcon 9 Block 5","Starlink V1 L26 & Rideshares","2","67","2","3"
"ULA","2021-05-18","2022-08-15 17:37:00","Atlas V 421","SBIRS GEO-5","2","123","2","3"
"CASC","2021-05-19","2022-08-15 04:03:00","Long March 4B","Haiyang 2D","2","64.68","2","12"
"Virgin Galactic","2021-05-22","2022-08-15 15:26:00","SpaceShipTwo","VF-03","2","0","2","3"
"SpaceX","2021-05-26","2022-08-15 18:59:00","Falcon 9 Block 5","Starlink V1 L28","2","67","2","3"
"Starsem","2021-05-28","2022-08-15 17:38:00","Soyuz 2.1b/Fregat","OneWeb #7","2","25","2","14"
"CASC","2021-05-29","2022-08-15 12:55:00","Long March 7","Tianzhou 2","2","0","2","12"
"CASC","2021-06-02","2022-08-15 16:17:00","Long March 3B/E","Fengyun-4B","2","29.15","2","12"
"SpaceX","2021-06-03","2022-08-15 17:29:00","Falcon 9 Block 5","CRS SpX-22","2","67","2","3"
"SpaceX","2021-06-06","2022-08-15 04:26:00","Falcon 9 Block 5","SXM-8","2","67","2","3"
"CASC","2021-06-11","2022-08-15 03:03:00","Long March 2D","Beijing-3, Haisi-2 & Others","2","29.75","2","12"
"Northrop","2021-06-13","2022-08-15 08:11:00","Pegasus XL","Odyssey (TacRL-2)","2","40","2","3"
"Northrop","2021-06-15","2022-08-15 13:35:00","Minotaur I","NROL-111","2","40","2","3"
"CASC","2021-06-17","2022-08-15 01:22:00","Long March 2F/G","Shenzhou 12","2","0","2","12"
"SpaceX","2021-06-17","2022-08-15 16:09:00","Falcon 9 Block 5","GPS III-5","2","67","2","3"
"CASC","2021-06-18","2022-08-15 06:30:00","Long March 2C/E","Yaogan-30 09 & Apocalypse 14","2","30.799999","2","12"
"VKS RF","2021-06-25","2022-08-15 19:50:00","Soyuz 2.1b","Cosmos 2550","2","20","2","14"
"Roscosmos","2021-06-29","2022-08-15 23:27:00","Soyuz 2.1a","Progress MS-17","2","17.42","2","21"
"Virgin Orbit","2021-06-30","2022-08-15 14:47:00","LauncherOne","Tubular Bells, Part One","2","12","2","3"
"SpaceX","2021-06-30","2022-08-15 19:31:00","Falcon 9 Block 5","Transporter 2","2","67","2","3"
"Starsem","2021-07-01","2022-08-15 12:48:00","Soyuz 2.1b/Fregat","OneWeb #8","2","25","2","14"
"CASC","2021-07-03","2022-08-15 02:51:00","Long March 2D","Jilin-1 Wideband-01B & High Resolution 03D","2","29.75","2","12"
"CASC","2021-07-04","2022-08-15 23:28:00","Long March 4C","Fengyun-3E","2","64.68","2","12"
"CASC","2021-07-06","2022-08-15 15:53:00","Long March 3C/E","Tianlian 1-05","2","20","2","12"
"CASC","2021-07-09","2022-08-15 11:59:00","Long March 6","Zhongzi Group 02 (Ningxia-1-02)","2","19","2","12"
"Virgin Galactic","2021-07-11","2022-08-15 15:25:00","SpaceShipTwo","Unity 22","2","0","2","3"
"CASC","2021-07-19","2022-08-15 00:19:00","Long March 2C/E","Yaogan-30 10","2","30.799999","2","12"
"Blue Origin","2021-07-20","2022-08-15 13:12:00","New Shepard","NS-16","2","0","2","3"
"Roscosmos","2021-07-21","2022-08-15 14:58:00","Proton-M","MLM-U Nauka","2","65","2","21"
"CASC","2021-07-29","2022-08-15 04:01:00","Long March 2D","Tianhui-1 04","2","29.75","2","12"
"Rocket Lab","2021-07-29","2022-08-15 06:00:00","Electron/Curie","It’s a Little Chile Up Here","2","7.5","2","4"
"Arianespace","2021-07-30","2022-08-15 21:00:00","Ariane 5 ECA","Eutelsat Quantum & Star One D2","2","200","2","17"
"i-Space","2021-08-03","2022-08-15 07:39:00","Hyperbola-1","Jilin-1 Mofang-01A (?)","2","0","4","12"
"CASC","2021-08-04","2022-08-15 11:01:00","Long March 6","KL-Beta A & B","2","19","2","12"
"CASC","2021-08-05","2022-08-15 16:30:00","Long March 3B/E","Zhongxing-2E","2","29.15","2","12"
"Northrop","2021-08-10","2022-08-15 22:01:00","Antares 230+","CRS NG-16","2","85","2","3"
"ISRO","2021-08-12","2022-08-15 00:13:00","GSLV Mk II","EOS-03","2","47","4","13"
"Arianespace","2021-08-17","2022-08-15 01:47:00","Vega","Pléiades-Néo 4, BRO-4 & Others","2","37","2","17"
"CASC","2021-08-18","2022-08-15 22:32:00","Long March 4B","Tianhui-2 2A & 2B","2","64.68","2","12"
"Starsem","2021-08-21","2022-08-15 22:13:00","Soyuz 2.1b/Fregat","OneWeb #9","2","25","2","21"
"CASC","2021-08-24","2022-08-15 11:15:00","Long March 2C/YZ-1S","RSW-01 - 03","2","30.799999","2","12"
"CASC","2021-08-24","2022-08-15 15:41:00","Long March 3B/E","TJSW-7","2","29.15","2","12"
"Blue Origin","2021-08-26","2022-08-15 14:31:00","New Shepard","NS-17","2","0","2","3"
"Astra","2021-08-28","2022-08-15 22:35:00","Rocket 3","STP-27AD1","2","2.5","4","8"
"SpaceX","2021-08-29","2022-08-15 07:14:00","Falcon 9 Block 5","CRS SpX-23","2","67","2","3"
"Firefly","2021-09-03","2022-08-15 01:59:00","Firefly Alpha","DREAM (Demo Flight)","2","0","4","3"
"CASC","2021-09-07","2022-08-15 03:01:00","Long March 4C","Gaofen-5 02","2","64.68","2","12"
"CASC","2021-09-09","2022-08-15 11:50:00","Long March 3B/E","ChinaSat 9B (Zhongxing-9B)","2","29.15","2","12"
"VKS RF","2021-09-09","2022-08-15 19:59:00","Soyuz 2.1v/Volga","Cosmos 2551","2","0","2","14"
"SpaceX","2021-09-14","2022-08-15 03:55:00","Falcon 9 Block 5","Starlink Group 2-1","2","67","2","3"
"Starsem","2021-09-14","2022-08-15 18:07:00","Soyuz 2.1b/Fregat","OneWeb #10","2","25","2","21"
"SpaceX","2021-09-16","2022-08-15 00:02:00","Falcon 9 Block 5","Inspiration4","2","67","2","3"
"CASC","2021-09-20","2022-08-15 07:10:00","Long March 7","Tianzhou 3","2","0","2","12"
"ExPace","2021-09-27","2022-08-15 06:19:00","Kuaizhou 1A","Jilin-1 High Resolution 02D","2","5.8000002","2","12"
"CASC","2021-09-27","2022-08-15 08:20:00","Long March 3B/E","Shiyan 10","2","29.15","2","12"
"ULA","2021-09-27","2022-08-15 18:12:00","Atlas V 401","Landsat 9 & Others","2","109","2","3"
"Roscosmos","2021-10-05","2022-08-15 08:55:00","Soyuz 2.1a","Soyuz MS-19","2","17.42","2","21"
"Blue Origin","2021-10-13","2022-08-15 14:50:00","New Shepard","NS-18","2","0","2","3"
"Starsem","2021-10-14","2022-08-15 09:40:00","Soyuz 2.1b/Fregat","OneWeb #11","2","25","2","14"
"CASC","2021-10-14","2022-08-15 10:51:00","Long March 2D","CHASE (Chinese Hα Solar Explorer) & Tianyuan-1","2","29.75","2","12"
"CASC","2021-10-15","2022-08-15 16:23:00","Long March 2F/G","Shenzhou 13","2","0","2","12"
"ULA","2021-10-16","2022-08-15 09:34:00","Atlas V 401","Lucy","2","109","2","3"
"KARI","2021-10-21","2022-08-15 08:00:00","KSLV-2","Test Flight","2","0","4","1"
"CASC","2021-10-24","2022-08-15 01:27:00","Long March 3B/E","Shijian 21","2","29.15","2","12"
"Arianespace","2021-10-24","2022-08-15 02:10:00","Ariane 5 ECA","SES-17 & Syracuse-4A","2","200","2","17"
"MHI","2021-10-26","2022-08-15 02:19:00","H-IIA 202","QZS-1R","2","90","2","18"
"ExPace","2021-10-27","2022-08-15 06:19:00","Kuaizhou 1A","Jilin-1 High Resolution 02F","2","5.8000002","2","12"
"Roscosmos","2021-10-28","2022-08-15 00:00:00","Soyuz 2.1a","Progress MS-18","2","17.42","2","21"
"CASC","2021-11-03","2022-08-15 07:43:00","Long March 2C/YZ-1S","Yaogan-32 02","2","30.799999","2","12"
"CASC","2021-11-05","2022-08-15 02:19:00","Long March 6","SDGSAT-1","2","19","2","12"
"CASC","2021-11-06","2022-08-15 03:00:00","Long March 2D","Yaogan 35 A/B/C","2","29.75","2","12"
"JAXA","2021-11-09","2022-08-15 00:55:00","Epsilon PBS","RAISE-2 & Others","2","39","2","18"
"SpaceX","2021-11-11","2022-08-15 02:03:00","Falcon 9 Block 5","SpaceX Crew-3","2","67","2","3"
"SpaceX","2021-11-13","2022-08-15 12:19:00","Falcon 9 Block 5","Starlink Group 4-1","2","67","2","3"
"Arianespace","2021-11-16","2022-08-15 09:27:00","Vega","CERES 1, 2 & 3","2","37","2","17"
"Rocket Lab","2021-11-18","2022-08-15 01:38:00","Electron/Curie","Love At First Insight","2","7.5","2","4"
"CASC","2021-11-20","2022-08-15 01:51:00","Long March 4B","Gaofen-11 03","2","64.68","2","12"
"Astra","2021-11-20","2022-08-15 06:16:00","Rocket 3","STP-27AD2","2","2.5","2","8"
"CASC","2021-11-22","2022-08-15 23:45:00","Long March 4C","Gaofen-3 02","2","64.68","2","12"
"SpaceX","2021-11-24","2022-08-15 06:21:00","Falcon 9 Block 5","DART","2","67","2","3"
"Roscosmos","2021-11-24","2022-08-15 13:06:00","Soyuz 2.1b","Progress M-UM Prichal","2","20","2","21"
"ExPace","2021-11-24","2022-08-15 23:41:00","Kuaizhou 1A","Shiyan 11","2","5.8000002","2","12"
"VKS RF","2021-11-25","2022-08-15 01:09:00","Soyuz 2.1b/Fregat","Cosmos 2552","2","25","2","14"
"CASC","2021-11-26","2022-08-15 16:40:00","Long March 3B/E","ChinaSat 1D","2","29.15","2","12"
"SpaceX","2021-12-02","2022-08-15 23:12:00","Falcon 9 Block 5","Starlink Group 4-3 & BlackSky","2","67","2","3"
"Arianespace","2021-12-05","2022-08-15 00:19:00","Soyuz ST-B/Fregat-MT","Galileo FOC FM23-FM24","2","30","2","17"
"Galactic Energy","2021-12-07","2022-08-15 04:12:00","Ceres-1","Keep On Moving","2","4.9000001","2","12"
"ULA","2021-12-07","2022-08-15 10:19:00","Atlas V 551","STP-3","2","153","2","3"
"Roscosmos","2021-12-08","2022-08-15 07:38:00","Soyuz 2.1a","Soyuz MS-20 / Space Adventures","2","17.42","2","21"
"Rocket Lab","2021-12-09","2022-08-15 00:02:00","Electron/Curie","A Data With Destiny","2","7.5","2","4"
"SpaceX","2021-12-09","2022-08-15 06:00:00","Falcon 9 Block 5","IXPE","2","67","2","3"
"CASC","2021-12-10","2022-08-15 00:11:00","Long March 4B","Shijian 6 Group 05","2","64.68","2","12"
"Blue Origin","2021-12-11","2022-08-15 15:00:00","New Shepard","NS-19","2","0","2","3"
"Roscosmos","2021-12-13","2022-08-15 12:07:00","Proton-M/Briz-M","Ekspress-AMU3 & AMU7","2","65","1","21"
"CASC","2021-12-13","2022-08-15 16:09:00","Long March 3B/E","Tianlian-2-02","2","29.15","2","12"
"ExPace","2021-12-15","2022-08-15 02:00:00","Kuaizhou 1A","GeeSAT-1A & 1B","2","5.8000002","4","12"
"SpaceX","2021-12-18","2022-08-15 12:41:00","Falcon 9 Block 5","Starlink Group 4-4","2","67","2","3"
"SpaceX","2021-12-19","2022-08-15 03:58:00","Falcon 9 Block 5","Türksat 5B","2","67","2","3"
"SpaceX","2021-12-21","2022-08-15 10:07:00","Falcon 9 Block 5","CRS SpX-24","2","67","2","3"
"MHI","2021-12-22","2022-08-15 15:32:00","H-IIA 204","Inmarsat I-6 F1","2","0","2","18"
"CASC","2021-12-23","2022-08-15 10:12:00","Long March 7A","Shiyan 12-01 & 02","2","0","2","12"
"Arianespace","2021-12-25","2022-08-15 12:20:00","Ariane 5 ECA","James Webb Space Telescope (JWST)","2","200","2","17"
"CASC","2021-12-26","2022-08-15 03:11:00","Long March 4C","Ziyuan-1 02E & CAS-9","2","64.68","2","12"
"Starsem","2021-12-27","2022-08-15 13:10:00","Soyuz 2.1b/Fregat","OneWeb #12","2","25","2","21"
"VKS RF","2021-12-27","2022-08-15 19:00:00","Angara A5/Persey","MGM n°3","2","100","4","14"
"CASC","2021-12-29","2022-08-15 11:13:00","Long March 2D","Tianhui 4","2","29.75","2","12"
"CASC","2021-12-29","2022-08-15 16:43:00","Long March 3B/E","TJSW-9","2","29.15","2","12"
"ISA","2021-12-30","2022-08-15 03:30:00","Simorgh","3 Unknown payloads","2","0","4","20"
"SpaceX","2022-01-06","2022-08-15 21:49:00","Falcon 9 Block 5","Starlink Group 4-5","2","67","2","3"
"SpaceX","2022-01-13","2022-08-15 15:25:00","Falcon 9 Block 5","Transporter 3","2","67","2","3"
"Virgin Orbit","2022-01-13","2022-08-15 22:52:00","LauncherOne","STP-27VPB/Above the Clouds","2","12","2","3"
"CASC","2022-01-17","2022-08-15 02:35:00","Long March 2D","Shiyan 13","2","29.75","2","12"
"SpaceX","2022-01-19","2022-08-15 02:02:00","Falcon 9 Block 5","Starlink Group 4-6","2","67","2","3"
"ULA","2022-01-21","2022-08-15 19:00:00","Atlas V 511","GSSAP 5 & 6 (USSF-8)","1","130","2","3"
"CASC","2022-01-25","2022-08-15 23:44:00","Long March 4C","L-SAR 01A","2","64.68","2","12"
"SpaceX","2022-01-31","2022-08-15 23:11:00","Falcon 9 Block 5","CSG-2","2","67","2","3"
"SpaceX","2022-02-02","2022-08-15 20:27:00","Falcon 9 Block 5","NROL-87","2","67","2","3"
"SpaceX","2022-02-03","2022-08-15 18:13:00","Falcon 9 Block 5","Starlink Group 4-7","2","67","2","3"
